Province/State,Country/Region,Lat,Long,Date,ConfirmedCases,Fatalities
,Antigua and Barbuda,17.0608,-61.7964,08/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,09/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,10/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,11/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,12/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,13/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,14/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,15/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,16/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,17/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,18/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,19/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,20/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,21/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,22/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,23/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,24/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,25/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,26/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,27/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,28/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,29/02/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,01/03/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,02/03/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,03/03/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,04/03/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,05/03/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,06/03/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,07/03/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,08/03/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,09/03/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,10/03/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,11/03/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,12/03/2020,0,0
,Antigua and Barbuda,17.0608,-61.7964,13/03/2020,1,0
,Antigua and Barbuda,17.0608,-61.7964,14/03/2020,1,0
,Antigua and Barbuda,17.0608,-61.7964,15/03/2020,1,0
,Antigua and Barbuda,17.0608,-61.7964,16/03/2020,1,0
,Antigua and Barbuda,17.0608,-61.7964,17/03/2020,1,0
,Antigua and Barbuda,17.0608,-61.7964,18/03/2020,1,0
,Antigua and Barbuda,17.0608,-61.7964,19/03/2020,1,0
,Antigua and Barbuda,17.0608,-61.7964,20/03/2020,1,0
,Antigua and Barbuda,17.0608,-61.7964,21/03/2020,1,0
,Antigua and Barbuda,17.0608,-61.7964,22/03/2020,1,0
,Antigua and Barbuda,17.0608,-61.7964,23/03/2020,3,0
,Antigua and Barbuda,17.0608,-61.7964,24/03/2020,3,0
,Argentina,-38.4161,-63.6167,22/01/2020,0,0
,Argentina,-38.4161,-63.6167,23/01/2020,0,0
,Argentina,-38.4161,-63.6167,24/01/2020,0,0
,Argentina,-38.4161,-63.6167,25/01/2020,0,0
,Argentina,-38.4161,-63.6167,26/01/2020,0,0
,Argentina,-38.4161,-63.6167,27/01/2020,0,0
,Argentina,-38.4161,-63.6167,28/01/2020,0,0
,Argentina,-38.4161,-63.6167,29/01/2020,0,0
,Argentina,-38.4161,-63.6167,30/01/2020,0,0
,Argentina,-38.4161,-63.6167,31/01/2020,0,0
,Argentina,-38.4161,-63.6167,01/02/2020,0,0
,Argentina,-38.4161,-63.6167,02/02/2020,0,0
,Argentina,-38.4161,-63.6167,03/02/2020,0,0
,Argentina,-38.4161,-63.6167,04/02/2020,0,0
,Argentina,-38.4161,-63.6167,05/02/2020,0,0
,Argentina,-38.4161,-63.6167,06/02/2020,0,0
,Argentina,-38.4161,-63.6167,07/02/2020,0,0
,Argentina,-38.4161,-63.6167,08/02/2020,0,0
,Argentina,-38.4161,-63.6167,09/02/2020,0,0
,Argentina,-38.4161,-63.6167,10/02/2020,0,0
,Argentina,-38.4161,-63.6167,11/02/2020,0,0
,Argentina,-38.4161,-63.6167,12/02/2020,0,0
,Argentina,-38.4161,-63.6167,13/02/2020,0,0
,Argentina,-38.4161,-63.6167,14/02/2020,0,0
,Argentina,-38.4161,-63.6167,15/02/2020,0,0
,Argentina,-38.4161,-63.6167,16/02/2020,0,0
,Argentina,-38.4161,-63.6167,17/02/2020,0,0
,Argentina,-38.4161,-63.6167,18/02/2020,0,0
,Argentina,-38.4161,-63.6167,19/02/2020,0,0
,Argentina,-38.4161,-63.6167,20/02/2020,0,0
,Argentina,-38.4161,-63.6167,21/02/2020,0,0
,Argentina,-38.4161,-63.6167,22/02/2020,0,0
,Argentina,-38.4161,-63.6167,23/02/2020,0,0
,Argentina,-38.4161,-63.6167,24/02/2020,0,0
,Argentina,-38.4161,-63.6167,25/02/2020,0,0
,Argentina,-38.4161,-63.6167,26/02/2020,0,0
,Argentina,-38.4161,-63.6167,27/02/2020,0,0
,Argentina,-38.4161,-63.6167,28/02/2020,0,0
,Argentina,-38.4161,-63.6167,29/02/2020,0,0
,Argentina,-38.4161,-63.6167,01/03/2020,0,0
,Argentina,-38.4161,-63.6167,02/03/2020,0,0
,Argentina,-38.4161,-63.6167,03/03/2020,1,0
,Argentina,-38.4161,-63.6167,04/03/2020,1,0
,Argentina,-38.4161,-63.6167,05/03/2020,1,0
,Argentina,-38.4161,-63.6167,06/03/2020,2,0
,Argentina,-38.4161,-63.6167,07/03/2020,8,0
,Argentina,-38.4161,-63.6167,08/03/2020,12,1
,Argentina,-38.4161,-63.6167,09/03/2020,12,1
,Argentina,-38.4161,-63.6167,10/03/2020,17,1
,Argentina,-38.4161,-63.6167,11/03/2020,19,1
,Argentina,-38.4161,-63.6167,12/03/2020,19,1
,Argentina,-38.4161,-63.6167,13/03/2020,31,2
,Argentina,-38.4161,-63.6167,14/03/2020,34,2
,Argentina,-38.4161,-63.6167,15/03/2020,45,2
,Argentina,-38.4161,-63.6167,16/03/2020,56,2
,Argentina,-38.4161,-63.6167,17/03/2020,68,2
,Argentina,-38.4161,-63.6167,18/03/2020,79,2
,Argentina,-38.4161,-63.6167,19/03/2020,97,3
,Argentina,-38.4161,-63.6167,20/03/2020,128,3
,Argentina,-38.4161,-63.6167,21/03/2020,158,4
,Argentina,-38.4161,-63.6167,22/03/2020,225,4
,Argentina,-38.4161,-63.6167,23/03/2020,266,4
,Argentina,-38.4161,-63.6167,24/03/2020,387,6
,Armenia,40.0691,45.0382,22/01/2020,0,0
,Armenia,40.0691,45.0382,23/01/2020,0,0
,Armenia,40.0691,45.0382,24/01/2020,0,0
,Armenia,40.0691,45.0382,25/01/2020,0,0
,Armenia,40.0691,45.0382,26/01/2020,0,0
,Armenia,40.0691,45.0382,27/01/2020,0,0
,Armenia,40.0691,45.0382,28/01/2020,0,0
,Armenia,40.0691,45.0382,29/01/2020,0,0
,Armenia,40.0691,45.0382,30/01/2020,0,0
,Armenia,40.0691,45.0382,31/01/2020,0,0
,Armenia,40.0691,45.0382,01/02/2020,0,0
,Armenia,40.0691,45.0382,02/02/2020,0,0
,Armenia,40.0691,45.0382,03/02/2020,0,0
,Armenia,40.0691,45.0382,04/02/2020,0,0
,Armenia,40.0691,45.0382,05/02/2020,0,0
,Armenia,40.0691,45.0382,06/02/2020,0,0
,Armenia,40.0691,45.0382,07/02/2020,0,0
,Armenia,40.0691,45.0382,08/02/2020,0,0
,Armenia,40.0691,45.0382,09/02/2020,0,0
,Armenia,40.0691,45.0382,10/02/2020,0,0
,Armenia,40.0691,45.0382,11/02/2020,0,0
,Armenia,40.0691,45.0382,12/02/2020,0,0
,Armenia,40.0691,45.0382,13/02/2020,0,0
,Armenia,40.0691,45.0382,14/02/2020,0,0
,Armenia,40.0691,45.0382,15/02/2020,0,0
,Armenia,40.0691,45.0382,16/02/2020,0,0
,Armenia,40.0691,45.0382,17/02/2020,0,0
,Armenia,40.0691,45.0382,18/02/2020,0,0
,Armenia,40.0691,45.0382,19/02/2020,0,0
,Armenia,40.0691,45.0382,20/02/2020,0,0
,Armenia,40.0691,45.0382,21/02/2020,0,0
,Armenia,40.0691,45.0382,22/02/2020,0,0
,Armenia,40.0691,45.0382,23/02/2020,0,0
,Armenia,40.0691,45.0382,24/02/2020,0,0
,Armenia,40.0691,45.0382,25/02/2020,0,0
,Armenia,40.0691,45.0382,26/02/2020,0,0
,Armenia,40.0691,45.0382,27/02/2020,0,0
,Armenia,40.0691,45.0382,28/02/2020,0,0
,Armenia,40.0691,45.0382,29/02/2020,0,0
,Armenia,40.0691,45.0382,01/03/2020,1,0
,Armenia,40.0691,45.0382,02/03/2020,1,0
,Armenia,40.0691,45.0382,03/03/2020,1,0
,Armenia,40.0691,45.0382,04/03/2020,1,0
,Armenia,40.0691,45.0382,05/03/2020,1,0
,Armenia,40.0691,45.0382,06/03/2020,1,0
,Armenia,40.0691,45.0382,07/03/2020,1,0
,Armenia,40.0691,45.0382,08/03/2020,1,0
,Armenia,40.0691,45.0382,09/03/2020,1,0
,Armenia,40.0691,45.0382,10/03/2020,1,0
,Armenia,40.0691,45.0382,11/03/2020,1,0
,Armenia,40.0691,45.0382,12/03/2020,4,0
,Armenia,40.0691,45.0382,13/03/2020,8,0
,Armenia,40.0691,45.0382,14/03/2020,18,0
,Armenia,40.0691,45.0382,15/03/2020,26,0
,Armenia,40.0691,45.0382,16/03/2020,52,0
,Armenia,40.0691,45.0382,17/03/2020,78,0
,Armenia,40.0691,45.0382,18/03/2020,84,0
,Armenia,40.0691,45.0382,19/03/2020,115,0
,Armenia,40.0691,45.0382,20/03/2020,136,0
,Armenia,40.0691,45.0382,21/03/2020,160,0
,Armenia,40.0691,45.0382,22/03/2020,194,0
,Armenia,40.0691,45.0382,23/03/2020,235,0
,Armenia,40.0691,45.0382,24/03/2020,249,0
,Aruba,12.5211,-69.9683,22/01/2020,0,0
,Aruba,12.5211,-69.9683,23/01/2020,0,0
,Aruba,12.5211,-69.9683,24/01/2020,0,0
,Aruba,12.5211,-69.9683,25/01/2020,0,0
,Aruba,12.5211,-69.9683,26/01/2020,0,0
,Aruba,12.5211,-69.9683,27/01/2020,0,0
,Aruba,12.5211,-69.9683,28/01/2020,0,0
,Aruba,12.5211,-69.9683,29/01/2020,0,0
,Aruba,12.5211,-69.9683,30/01/2020,0,0
,Aruba,12.5211,-69.9683,31/01/2020,0,0
,Aruba,12.5211,-69.9683,01/02/2020,0,0
,Aruba,12.5211,-69.9683,02/02/2020,0,0
,Aruba,12.5211,-69.9683,03/02/2020,0,0
,Aruba,12.5211,-69.9683,04/02/2020,0,0
,Aruba,12.5211,-69.9683,05/02/2020,0,0
,Aruba,12.5211,-69.9683,06/02/2020,0,0
,Aruba,12.5211,-69.9683,07/02/2020,0,0
,Aruba,12.5211,-69.9683,08/02/2020,0,0
,Aruba,12.5211,-69.9683,09/02/2020,0,0
,Aruba,12.5211,-69.9683,10/02/2020,0,0
,Aruba,12.5211,-69.9683,11/02/2020,0,0
,Aruba,12.5211,-69.9683,12/02/2020,0,0
,Aruba,12.5211,-69.9683,13/02/2020,0,0
,Aruba,12.5211,-69.9683,14/02/2020,0,0
,Aruba,12.5211,-69.9683,15/02/2020,0,0
,Aruba,12.5211,-69.9683,16/02/2020,0,0
,Aruba,12.5211,-69.9683,17/02/2020,0,0
,Aruba,12.5211,-69.9683,18/02/2020,0,0
,Aruba,12.5211,-69.9683,19/02/2020,0,0
,Aruba,12.5211,-69.9683,20/02/2020,0,0
,Aruba,12.5211,-69.9683,21/02/2020,0,0
,Aruba,12.5211,-69.9683,22/02/2020,0,0
,Aruba,12.5211,-69.9683,23/02/2020,0,0
,Aruba,12.5211,-69.9683,24/02/2020,0,0
,Aruba,12.5211,-69.9683,25/02/2020,0,0
,Aruba,12.5211,-69.9683,26/02/2020,0,0
,Aruba,12.5211,-69.9683,27/02/2020,0,0
,Aruba,12.5211,-69.9683,28/02/2020,0,0
,Aruba,12.5211,-69.9683,29/02/2020,0,0
,Aruba,12.5211,-69.9683,01/03/2020,0,0
,Aruba,12.5211,-69.9683,02/03/2020,0,0
,Aruba,12.5211,-69.9683,03/03/2020,0,0
,Aruba,12.5211,-69.9683,04/03/2020,0,0
,Aruba,12.5211,-69.9683,05/03/2020,0,0
,Aruba,12.5211,-69.9683,06/03/2020,0,0
,Aruba,12.5211,-69.9683,07/03/2020,0,0
,Aruba,12.5211,-69.9683,08/03/2020,0,0
,Aruba,12.5211,-69.9683,09/03/2020,0,0
,Aruba,12.5211,-69.9683,10/03/2020,0,0
,Aruba,12.5211,-69.9683,11/03/2020,0,0
,Aruba,12.5211,-69.9683,12/03/2020,0,0
,Aruba,12.5211,-69.9683,13/03/2020,0,0
,Aruba,12.5211,-69.9683,14/03/2020,0,0
,Aruba,12.5211,-69.9683,15/03/2020,0,0
,Aruba,12.5211,-69.9683,16/03/2020,0,0
,Aruba,12.5211,-69.9683,17/03/2020,0,0
,Aruba,12.5211,-69.9683,18/03/2020,0,0
,Aruba,12.5211,-69.9683,19/03/2020,0,0
,Aruba,12.5211,-69.9683,20/03/2020,0,0
,Aruba,12.5211,-69.9683,21/03/2020,0,0
,Aruba,12.5211,-69.9683,22/03/2020,0,0
,Aruba,12.5211,-69.9683,23/03/2020,0,0
,Aruba,12.5211,-69.9683,24/03/2020,0,0
